Game,Platform,Score,Genre
Combat Mission: Beyond Overlord (Special Edition),PC,9,Strategy
RollerCoaster Tycoon 2: Wacky Worlds,PC,5.5,Simulation
The Incredible Hulk [2003] ,Game Boy Advance,6,Action
Speed Kings,PlayStation 2,5.5,Racing
IndyCar Series,PlayStation 2,8.5,Racing
Sonic Pinball Party,Game Boy Advance,8.3,Pinball
Speed Kings,GameCube,5.5,Racing
Speed Kings,Xbox,5.5,Sports
V-Rally 3,Xbox,8,Racing
Finding Nemo,PlayStation 2,7,Action
Restaurant Empire,PC,7.8,Simulation
Brute Force,Xbox,8.1,Action
Finding Nemo,Xbox,7,Action
Bloody Roar Extreme,Xbox,7.3,Fighting
Return to Castle Wolfenstein: Operation Resurrection,PlayStation 2,7.6,Shooter
Siberian Strike,Wireless,8,Shooter
Finding Nemo,GameCube,6,Action
Rayman 3,Wireless,8,Platformer
Hulk,GameCube,8,Action
Hulk,Xbox,8,Action
SEGA Arcade Gallery,Game Boy Advance,7.8,Compilation
Stake: Fortune Fighters,Xbox,2.3,Fighting
Day of Defeat,PC,8,Shooter
Lost Kingdoms II,GameCube,6.2,"Card, RPG"
Hulk,PC,8,Action
Hulk,PlayStation 2,8,Action
"Wario Ware, Inc: Mega Microgame$",Game Boy Advance,9,Party
Evil Dead: A Fistful of Boomstick ,PlayStation 2,6.4,Action
Inside Pitch 2003,Xbox,5,Sports
Grand Theft Auto: Vice City,PC,9.3,"Action, Adventure"
The Lord of the Rings: The Two Towers,Wireless,7.5,Strategy
Lemonade Tycoon,Wireless,9.5,Simulation
Charisma Lee,Wireless,6,Action
Tom Clancy's Splinter Cell,Wireless,9,Action
Rise of Nations,PC,8.2,Strategy
Enter the Matrix,PC,6.6,Action
WTA Tour Tennis,GameCube,4,Sports
Enter the Matrix,Xbox,7.2,Action
Enter the Matrix,GameCube,7.2,Action
Enter the Matrix,PlayStation 2,7.2,Action
Pitfall,Wireless,8,Platformer
EverQuest for Pocket PC: Hero's Call,Pocket PC,8.5,RPG
Prince of Persia: Harem Adventures,Wireless,8.5,"Action, Adventure"
Safari Hunter V,Wireless,7,Hunting
Return to Castle Wolfenstein: Tides of War,Xbox,9.3,Shooter
Gundam: Space Assault,Wireless,8,Shooter
Space Gunner,Wireless,3,Action
Breakout,Wireless,7,Puzzle
Castlevania: Aria of Sorrow,Game Boy Advance,9.3,"Action, Adventure"
.hack//MUTATION (Part 2),PlayStation 2,8.4,"Action, RPG"
Shadowbane,PC,7.3,RPG
Clu Clu Land-e,Game Boy Advance,5,Action
Donkey Kong 3-e ,Game Boy Advance,7,Shooter
Uplink: Hacker Elite,PC,7.5,Strategy
Baseball Mogul 2004,PC,8,"Sports, Simulation"
Purge,PC,5.5,Shooter
Tom Clancy's Splinter Cell,Game Boy Advance,8,Action
Break the Eggs,Wireless,7,Puzzle
Burnout 2: Point of Impact -- Developer's Cut,Xbox,8.6,Racing
Scooby-Doo: Jeepers Creepers,Wireless,7.5,Adventure
Baku Baku,Wireless,8,Puzzle
NBA Street Vol. 2,GameCube,9.1,Sports
NBA Street Vol. 2,PlayStation 2,9.4,Sports
NBA Street Vol. 2,Xbox,9.4,Sports
Zapper: One Wicked Cricket,PC,5.5,Platformer
Dakar 2: The World's Ultimate Rally,GameCube,6.2,Racing
Frogger Beyond,PC,5.5,Platformer
Disney Sports Basketball,GameCube,4,Sports
Blitzkrieg,PC,8.2,Strategy
Conflict: Desert Storm,GameCube,7.7,Shooter
Micro Machines,PlayStation 2,4,Racing
Disney Sports Motocross,Game Boy Advance,5.5,Racing
Army Men: Air Combat 'The Elite Missions',GameCube,3.5,"Flight, Action"
Star Wars: The Clone Wars,Xbox,7.7,Action
Galaxian Mini,Wireless,3,Shooter
Lilo &amp; Stitch: Space Escape,Wireless,3,Shooter
Pro Race Driver,PC,7.5,Racing
Tropico 2: Pirate Cove ,PC,8.4,Simulation
Ninja Five-O,Game Boy Advance,8.5,Action
Defender,Wireless,2,Shooter
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Game Boy Advance,8,Card
Castles &amp; Catapults,PC,2,Strategy
Colin McRae Rally 3,PlayStation 2,8.9,Racing
X2: Wolverine's Revenge,GameCube,6.6,Action
X2: Wolverine's Revenge,PlayStation 2,7.3,Action
Bandits: Phoenix Rising,PC,7.2,"Racing, Action"
X2: Wolverine's Revenge,Game Boy Advance,7.9,Action
X2: Wolverine's Revenge,PC,6.5,Action
X2: Wolverine's Revenge,Xbox,6.6,Action
Phantasy Star Online Episode I &amp; II,Xbox,8.5,RPG
Final Fantasy Origins,PlayStation,9,RPG
Godzilla: Destroy All Monsters Melee,Xbox,8.5,"Fighting, Action"
Evolution Worlds,GameCube,5,RPG
Monopoly Party,GameCube,7.3,Board
CSI: Crime Scene Investigation,PC,8.2,Adventure
Golden Sun: The Lost Age,Game Boy Advance,9,RPG
Rayman 3: Hoodlum Havoc,PC,8.3,"Action, Adventure"
Red Faction II,PC,7.4,Shooter
Line of Sight: Vietnam,PC,6.5,Shooter
1503 A.D. The New World,PC,7.3,Strategy
"Ed, Edd 'n Eddy: Jawbreakers!",Game Boy Advance,5,"Puzzle, Action"
Ikaruga,GameCube,8.3,Shooter
Phantasy Star Collection ,Game Boy Advance,6,"RPG, Compilation"
Enclave,PC,7.3,"Action, Adventure"
Galactic Civilizations,PC,8.2,Strategy
Crazy Taxi: Catch a Ride,Game Boy Advance,6.5,"Racing, Action"
Midnight Club II,PlayStation 2,9.1,Racing
CTU: Marine Sharpshooter,PC,4.1,Shooter
Tube Slider,GameCube,6.1,Racing
Wingnuts: Temporal Navigator,PC,2.2,Shooter
Fireblade,Xbox,7.3,Action
Hamtaro: Ham-Ham Heartbreak,Game Boy Advance,8,Adventure
Run Like Hell,Xbox,4.1,Action
New World Order,PC,4.2,Shooter
Tom Clancy's Splinter Cell,GameCube,9.1,Action
Devastation: Resistance Breeds Revolution,PC,7.4,Shooter
Clock Tower 3,PlayStation 2,7.7,Adventure
Harbinger,PC,4,"Action, RPG"
Burnout 2: Point of Impact,GameCube,8.5,Racing
MVP Baseball 2003,PC,8.3,Sports
Postal 2,PC,5.5,Shooter
Superman: Countdown to Apokolips,Game Boy Advance,4.5,Action
Indiana Jones and the Emperor's Tomb,PC,7.2,"Action, Adventure"
Piglet's BIG Game,PlayStation 2,6.5,Adventure
Grom ... Terror in Tibet,PC,8,RPG
Metal Gear Solid 2: Substance,PC,8.9,"Action, Adventure"
Superman: Shadow of Apokolips,GameCube,6.5,Action
The Lost Vikings ,Game Boy Advance,8.5,Puzzle
Marvel vs. Capcom 2: New Age of Heroes,Xbox,3.9,Fighting
High Heat Major League Baseball 2004,PC,8.4,Sports
TransWorld Surf,GameCube,7.9,Sports
Red Faction II,Xbox,8.3,Shooter
Red Faction II,GameCube,8.3,Shooter
Casino Inc.,PC,7.6,Casino
Super Puzzle Fighter II,Game Boy Advance,8,"Puzzle, Action"
RollerCoaster Tycoon,Xbox,6,Simulation
Gallop Racer 2003: A New Breed,PlayStation 2,7.9,Simulation
Intellivision Astrosmash,Wireless,5,Shooter
Airport Tycoon 2,PC,2.5,Simulation
James Bond 007: NightFire,Game Boy Advance,6.5,Shooter
Def Jam Vendetta,PlayStation 2,8.9,Wrestling
Tetris,Wireless,6.5,Puzzle
Def Jam Vendetta,GameCube,8.9,Wrestling
Vietcong,PC,7,Shooter
IL-2 Sturmovik: Forgotten Battles -- WWII 1941-1944,PC,8.5,"Flight, Simulation"
Auto Modellista,PlayStation 2,7,Racing
World Racing,Xbox,7,Racing
Grand Prix Challenge,PlayStation 2,9,Racing
Mega Man &amp; Bass,Game Boy Advance,8.5,Action
Total Immersion Racing,PC,7,Racing
State of Emergency,Xbox,6.6,Action
Blackstone: Magic and Steel,Xbox,5.2,Action
Samurai Jack: The Amulet of Time ,Game Boy Advance,6,Action
Jurassic Park: Operation Genesis,PlayStation 2,5.9,Strategy
Furious Karting,Xbox,6,Racing
Jurassic Park: Operation Genesis,Xbox,5.9,Strategy
Batman: Dark Tomorrow,GameCube,3.5,"Action, Adventure"
Heroes of Might and Magic IV: Winds of War,PC,6.9,Strategy
Pro Race Driver,Xbox,8.9,Racing
World of Outlaws Sprint Cars,PC,8.5,Racing
The Sims,GameCube,8.5,Simulation
Batman: Dark Tomorrow,Xbox,2.2,"Action, Adventure"
Tom Clancy's Splinter Cell,PlayStation 2,9.1,"Action, Adventure"
The Sims,Xbox,8.5,Simulation
Amplitude,PlayStation 2,9.3,"Music, Action"
Aero Elite: Combat Academy,PlayStation 2,6.5,"Flight, Action"
Primal,PlayStation 2,8,"Action, Adventure"
Dynasty Warriors 4,PlayStation 2,8.6,Action
The Legend of Zelda: The Wind Waker,GameCube,9.6,"Action, Adventure"
Winning Eleven 6 Final Evolution,PlayStation 2,9.4,Sports
The Muppets: On With the Show!,Game Boy Advance,7,Action
Tom Clancy's Rainbow Six 3: Raven Shield,PC,8.6,Shooter
Ultima Online: Age of Shadows,PC,8.1,RPG
Ultimate Brain Games,Game Boy Advance,8.5,Puzzle
Rayman 3: Hoodlum Havoc,Xbox,8.4,Action
Worms Blast,Macintosh,7.5,Puzzle
The King of Route 66,PlayStation 2,6,Racing
Black &amp; White (Platinum Pack) ,Macintosh,9.7,Compilation
Evolution Snowboarding,GameCube,3.4,Sports
Delta Force: Black Hawk Down,PC,8.9,Shooter
MLB SlugFest 20-04,Game Boy Advance,4.5,"Sports, Action"
Rayman 3: Hoodlum Havoc,PlayStation 2,8.9,Platformer
MotoGP 3,PlayStation 2,8.5,Racing
WWE Crush Hour,PlayStation 2,6.2,"Racing, Action"
UFC: Tapout 2,Xbox,7.1,Fighting
Pokemon Ruby Version,Game Boy Advance,9.5,RPG
WWE Crush Hour,GameCube,6.5,"Racing, Action"
Pokemon Sapphire Version,Game Boy Advance,9.5,RPG
Piglet's BIG Game,GameCube,7,Adventure
Tao Feng: Fist of the Lotus,Xbox,8.7,Fighting
Sonic Advance 2,Game Boy Advance,9,Platformer
MLB 2004,PlayStation 2,4.9,Sports
Praetorians,PC,8.9,Strategy
Super Monkey Ball,Wireless,7,Action
MLB SlugFest 20-04,GameCube,8,"Sports, Action"
MLB SlugFest 20-04,Xbox,8,"Sports, Action"
MLB SlugFest 20-04,PlayStation 2,8,"Sports, Action"
My Street,PlayStation 2,6.3,"Sports, Compilation"
NASCAR Racing: 2003 Season,PC,9.3,Racing
SEGA Rally Championship,Game Boy Advance,7,Racing
A Tale in the Desert,PC,8.9,RPG
MVP Baseball 2003,Xbox,8.5,Sports
MVP Baseball 2003 ,PlayStation 2,8.5,Sports
The Jungle Book Rhythm N' Groove,PlayStation 2,6.8,Music
Zone of the Enders: The 2nd Runner,PlayStation 2,8.6,Action
World Series Baseball 2K3,Xbox,9.1,Sports
World Soccer Winning Eleven 6 International,PlayStation 2,9,Sports
World Series Baseball 2K3,PlayStation 2,9,Sports
Murakumo: Renegade Mech Pursuit,Xbox,4.5,Action
Yu-Gi-Oh! Duelists of the Roses,PlayStation 2,6.2,Card
Rayman 3: Hoodlum Havoc,GameCube,8.9,Action
The Gladiators: Galactic Circus Games,PC,7.5,Strategy
Rayman 3,Game Boy Advance,9,Platformer
All-Star Baseball 2004,Game Boy Advance,8,Sports
Tenchu: Wrath of Heaven,PlayStation 2,8.5,Action
Metal Gear Solid 2: Substance,PlayStation 2,9.1,"Action, Adventure"
The Jungle Book,Game Boy Advance,5,Puzzle
Colin McRae Rally 3,Xbox,8.9,Racing
High Heat Major League Baseball 2004,Xbox,8.2,Sports
APEX,Xbox,7.8,Racing
All-Star Baseball 2004,PlayStation 2,8.1,Sports
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,9,"Action, Adventure"
Everblue 2,PlayStation 2,5.7,Adventure
All-Star Baseball 2004,GameCube,8,Sports
All-Star Baseball 2004,Xbox,8,Sports
Freelancer,PC,9.2,"Action, Simulation"
Mario Party-e,Game Boy Advance,8,Card
Post Mortem ,PC,7.9,Adventure
Xenosaga Episode I: Der Wille zur Macht,PlayStation 2,8.8,RPG
High Heat Major League Baseball 2004,PlayStation 2,8.1,Sports
The Sum of All Fears,Game Boy Advance,6,Action
Disaster Report,PlayStation 2,6.3,Adventure
Law &amp; Order: Dead on the Money,PC,8,Adventure
Kung Fu Chaos,Xbox,6.3,Fighting
Tom Clancy's Splinter Cell,PC,9.4,Adventure
Tom Clancy's Ghost Recon,GameCube,4.5,Shooter
Master of Orion III,PC,9.2,Strategy
Breath of Fire: Dragon Quarter,PlayStation 2,8.2,RPG
Indiana Jones and the Emperor's Tomb,Xbox,6.1,Action
Dark Cloud 2,PlayStation 2,9,"Action, RPG"
Super Bubble Pop,GameCube,3,Puzzle
Yu-Gi-Oh! Dungeondice Monsters,Game Boy Advance,8,Strategy
The Mystery of the Mummy,PC,6.5,Adventure
Darkened Skye,GameCube,6,Action
EverQuest Online Adventures,PlayStation 2,8,RPG
World Tour Soccer 2003,PlayStation 2,8.2,Sports
PK: Out of the Shadows,GameCube,4,Action
.hack//INFECTION (Part 1),PlayStation 2,8.5,"Action, RPG"
Disney Sports Football,GameCube,5.1,Sports
Vexx,Xbox,7.6,Adventure
Vexx,PlayStation 2,7.4,Platformer
Vexx,GameCube,7.2,Platformer
Wings ,Game Boy Advance,7.5,Action
American Conquest,PC,8.2,Strategy
Command &amp; Conquer Generals,PC,9.3,Strategy
Daredevil: The Man Without Fear,Game Boy Advance,5,Action
Capcom vs. SNK 2 EO,Xbox,8.6,Fighting
Pride FC: Fighting Championships,PlayStation 2,8,Fighting
David Beckham Soccer,Game Boy Advance,2.2,Sports
Zapper: One Wicked Cricket,GameCube,4.5,Platformer
Disney Sports Snowboarding,Game Boy Advance,6,Sports
The Sum of All Fears,GameCube,2.5,Shooter
Summoner: A Goddess Reborn,GameCube,8,Action
Galerians: Ash,PlayStation 2,4.4,Adventure
GT Advance 3: Pro Concept Racing,Game Boy Advance,8.5,Racing
IGI 2: Covert Strike,PC,8,Shooter
Lunar Legend,Game Boy Advance,7,RPG
Fisherman's Challenge,PlayStation 2,7,Hunting
Seek and Destroy,PlayStation 2,6.5,Action
Guilty Gear X2,PlayStation 2,9,Fighting
FIFA Soccer 2003,Game Boy Advance,8.8,Sports
Battlefield 1942: The Road to Rome,PC,9.1,Shooter
Digimon: BattleSpirit,Game Boy Advance,6.5,Fighting
Black &amp; Bruised,PlayStation 2,6.3,Sports
Minority Report,Game Boy Advance,6,Action
Unreal II: The Awakening,PC,8.2,Shooter
ATV Quad Power Racing 2,GameCube,6.5,Racing
Heroes of Might and Magic IV ,Macintosh,9,Strategy
Resident Evil 3: Nemesis,GameCube,5,"Action, Adventure"
Resident Evil 2,GameCube,5,"Action, Adventure"
Disney Sports Basketball,Game Boy Advance,8,Sports
Skies of Arcadia Legends,GameCube,8.5,RPG
ATV Quad Power Racing 2,PlayStation 2,6.8,Racing
ATV Quad Power Racing 2,Xbox,6.6,Racing
Devil May Cry 2,PlayStation 2,7,Action
HSX: Hypersonic.Xtreme,PlayStation 2,5,Racing
Black &amp; Bruised,GameCube,6.1,Sports
Battle Engine Aquila,PlayStation 2,8,Shooter
Disney Sports Football,Game Boy Advance,5,Sports
Battle Engine Aquila,Xbox,8,Shooter
BattleBots: Beyond the BattleBox,Game Boy Advance,5,Action
Disney Sports Skateboarding,Game Boy Advance,3,Sports
Sea Trader: Rise of Taipan,Game Boy Advance,6,Strategy
The Invincible Iron Man,Game Boy Advance,7,Action
Dead or Alive Xtreme Beach Volleyball,Xbox,9.2,Sports
The Lord of the Rings: The Two Towers,GameCube,8,Action
Crash Bandicoot 2: N-tranced,Game Boy Advance,8.5,Platformer
Super Bubble Pop,Game Boy Advance,4,Puzzle
Super Bubble Pop,PlayStation,2.8,Puzzle
Bionicle: Matoran Adventures,Game Boy Advance,3,Platformer
Karnaaj Rally,Game Boy Advance,8.8,Racing
Butt-Ugly Martians: B.K.M. Battles,Game Boy Advance,6,Action
Dr. Muto ,GameCube,8.5,Platformer
SimCity 4,PC,9.2,Simulation
The Sims,PlayStation 2,8,Simulation
Blood Omen 2: Legacy of Kain,GameCube,7,Action
Gauntlet: Dark Legacy,Game Boy Advance,3,Action
The Sims Online,PC,7.2,Simulation
Moto Racer Advance,Game Boy Advance,9,Racing
Kim Possible: Revenge of Monkey Fist,Game Boy Advance,5,Action
Panzer Dragoon Orta,Xbox,9.2,Shooter
Treasure Planet,Game Boy Advance,7,"Puzzle, Adventure"
Impossible Creatures,PC,8.3,Strategy
Crimson Sea,Xbox,8.1,RPG
War of the Monsters,PlayStation 2,8.9,Fighting
Drome Racers,PC,6.8,Racing
Dragon's Lair 3D: Return to the Lair,GameCube,6.8,"Action, Adventure"
Super Bubble Pop,Xbox,2,Puzzle
Frogger Beyond,Xbox,5.8,Action
The Getaway,PlayStation 2,7,"Action, Adventure"
Frogger Beyond,GameCube,5.8,Action
Trailer Park Tycoon,PC,5,Simulation
Earth 2150: Lost Souls,PC,7,Strategy
The Lord of the Rings: The Two Towers,Xbox,7.6,Action
Midway's Greatest Arcade Hits (Re-Release Edition),Game Boy Advance,3.5,"Action, Compilation"
Jazz Jackrabbit,Game Boy Advance,6.5,Action
Dark Age of Camelot: Shrouded Isles,PC,8.7,RPG
Neocron ,PC,6.5,RPG
Beyblade: Let it Rip,PlayStation,1.5,Battle
Cossacks: Back to War,PC,6.5,Strategy
Platoon: The 1st Airborne Cavalry Division in Vietnam,PC,6,Strategy
Anarchy Online: The Notum Wars,PC,8.8,RPG
ShadowFlare,PC,6.5,"Action, RPG"
Evolution Skateboarding,GameCube,4.3,Sports
The Lord of the Rings: The Two Towers,Game Boy Advance,8,RPG
Deadly Dozen: Pacific Theater,PC,8.1,Shooter
Whiteout,PlayStation 2,5.5,Racing
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,Game Boy Advance,4,Racing
Frogger: The Great Quest,PC,3,Platformer
Street Fighter Alpha 3,Game Boy Advance,9,Fighting
Asheron's Call 2,PC,9,RPG
Evolution Snowboarding,PlayStation 2,2,Sports
Star Wars: The Clone Wars,PlayStation 2,7.6,Action
Car Battler Joe,Game Boy Advance,7.7,Action
Pulse Racer,Xbox,1.9,Racing
Altered Beast: Guardian of the Realms,Game Boy Advance,7.5,Action
Fighter Ace 3.5 Online,PC,8.4,Simulation
Nightcaster II: Equinox,Xbox,3.7,"Action, RPG"
Justice League: Injustice for All,Game Boy Advance,5,Action
Legends of Wrestling II,Game Boy Advance,2,Wrestling
Hegemonia: Legions of Iron,PC,8.2,Strategy
Tom Clancy's Ghost Recon,PlayStation 2,4,Shooter
Hearts of Iron ,PC,8.5,Strategy
Star Wars Bounty Hunter,GameCube,8.3,"Action, Adventure"
Street Hoops,GameCube,6.5,Sports
Pro Race Driver,PlayStation 2,9.3,Racing
Dave Mirra Freestyle BMX 3,Game Boy Advance,8,Sports
Denki Blocks!,Game Boy Advance,8,Puzzle
The Elder Scrolls III: Tribunal,PC,8.6,RPG
Godzilla: Domination,Game Boy Advance,5.5,"Fighting, Action"
The Powerpuff Girls: Him and Seek,Game Boy Advance,7.5,Action
World War II Panzer Claws,PC,7,Strategy
Disney Golf,PlayStation 2,5.5,Sports
Total Immersion Racing,Xbox,5.8,Racing
Guilty Gear X,Game Boy Advance,7,Fighting
Harry Potter and the Chamber of Secrets,Game Boy Advance,7.8,Adventure
The King of Fighters EX: Neoblood,Game Boy Advance,8,Fighting
Contra Advance: The Alien Wars EX,Game Boy Advance,7,Action
Metal Dungeon,Xbox,3.5,RPG
Zapper: One Wicked Cricket,Game Boy Advance,6.5,Action
NBA Live 2003,PC,8.5,Sports
Outlaw Golf,GameCube,6.9,"Sports, Action"
Silent Hill 2,PC,8.4,"Action, Adventure"
The Legend of Zelda: A Link to the Past w/ the Four Swords,Game Boy Advance,9.7,"Action, Adventure"
Kirby: Nightmare in Dream Land,Game Boy Advance,8.5,Platformer
The King of Fighters 2000,PlayStation 2,7.4,Fighting
Legends of Wrestling II,Xbox,6.8,Wrestling
Legends of Wrestling II ,GameCube,6.9,Wrestling
Tony Tough and the Night of the Roasted Moths,PC,5.2,Adventure
SeaBlade,Xbox,5.7,Action
Uncommon Valor: Campaign for the South Pacific,PC,8.2,Strategy
BMX XXX,GameCube,6.8,Sports
Dragon Ball Z Budokai,PlayStation 2,6.2,Fighting
Legends of Wrestling II,PlayStation 2,6.9,Wrestling
Tom and Jerry in War of the Whiskers,PlayStation 2,6.3,Action
Super Monkey Ball Jr.,Game Boy Advance,9,"Puzzle, Action"
NCAA March Madness 2003,PlayStation 2,7.1,Sports
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,GameCube,5,Party
Europa 1400: The Guild,PC,8.5,Simulation
Minority Report,GameCube,5.3,Action
The Powerpuff Girls: Relish Rampage,PlayStation 2,3.8,Action
Defender,GameCube,7,Action
Gladiators of Rome,PC,3,Strategy
Harry Potter and the Chamber of Secrets,PC,8,"Action, Adventure"
NCAA College Basketball 2K3,GameCube,8.5,Sports
NCAA College Basketball 2K3,Xbox,8.6,Sports
Whirl Tour,GameCube,5.1,Sports
NCAA College Basketball 2K3,PlayStation 2,8.6,Sports
Conflict Zone: Modern War Strategy,PlayStation 2,4.1,Strategy
Dragon's Lair 3D: Return to the Lair,PC,7.4,"Action, Adventure"
MX Superfly,Xbox,8.2,"Sports, Action"
O.R.B.,PC,7.4,Strategy
James Bond 007: NightFire ,PC,7,Shooter
Harry Potter and the Chamber of Secrets,PlayStation 2,8.4,"Action, Adventure"
Monopoly Party,PlayStation 2,4.5,Board
WWE Road to WrestleMania X8,Game Boy Advance,7,Wrestling
Hunter: The Reckoning,GameCube,6.8,Action
Whirl Tour,PlayStation 2,5.1,Sports
Mystic Heroes,PlayStation 2,7,"Fighting, Action"
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,4,Platformer
Star Wars Bounty Hunter,PlayStation 2,8.2,"Action, Adventure"
Star Wars Jedi Knight II: Jedi Outcast,Macintosh,9,Action
Rygar: The Legendary Adventure,PlayStation 2,8.4,"Action, Adventure"
Hot Wheels: Velocity X,Game Boy Advance,5.5,Racing
Masters of the Universe: He-Man -- Power of Grayskull,Game Boy Advance,6,Action
Star Trek: Starfleet Command III,PC,8.2,Strategy
Robin Hood: The Legend of Sherwood,PC,8.2,Strategy
Cabela's Big Game Hunter [2002],PlayStation 2,6,Hunting
Top Gun: Combat Zones,GameCube,4.8,"Flight, Action"
Activision Anthology,PlayStation 2,8.5,Compilation
No One Lives Forever,Macintosh,9.1,Shooter
Worms Blast,GameCube,5.8,Strategy
Island Xtreme Stunts,PlayStation 2,5,Action
Shrek Super Party,PlayStation 2,2.9,Party
Mortal Kombat: Deadly Alliance,Game Boy Advance,8.8,Fighting
Minority Report,PlayStation 2,5.3,Action
Drome Racers,PlayStation 2,6.2,Racing
Die Hard: Vendetta ,GameCube,6.3,Shooter
Dragon's Lair 3D: Return to the Lair,Xbox,7.8,"Action, Adventure"
James Cameron's Dark Angel,Xbox,3.9,Action
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,PlayStation 2,5,Party
Bugdom II,Macintosh,8,Action
Defender,Game Boy Advance,2,Shooter
James Bond 007: NightFire,Xbox,8.2,Shooter
Shrek Super Party,Xbox,3,Party
Mortal Kombat: Deadly Alliance,PlayStation 2,8.6,Fighting
Beam Breakers,PC,8,Racing
Mortal Kombat: Deadly Alliance,Xbox,8.6,Fighting
Star Wars Jedi Knight II: Jedi Outcast,Xbox,8.8,Action
Star Wars Jedi Knight II: Jedi Outcast,GameCube,7.2,Action
Haven: Call of the King,PlayStation 2,7.4,Platformer
The Simpsons Skateboarding,PlayStation 2,2.5,Sports
Disney Sports Skateboarding,GameCube,3,Sports
Mortal Kombat: Deadly Alliance,GameCube,8.6,Fighting
James Cameron's Dark Angel,PlayStation 2,4,Action
Minority Report,Xbox,5.4,Action
Combat Mission: Barbarossa to Berlin,PC,9,Strategy
Rally Fusion: Race of Champions,Xbox,7.8,Racing
James Bond 007: NightFire,GameCube,8.5,Shooter
Yu-Gi-Oh! The Eternal Duelist Soul,Game Boy Advance,8,Card
James Bond 007: NightFire,PlayStation 2,8.1,Shooter
Battle Realms: Winter of the Wolf,PC,7.5,Strategy
Galidor: Defenders of the Outer Dimension ,Game Boy Advance,4,Action
NASCAR: Dirt to Daytona,GameCube,8.3,Racing
Fighter Maker 2,PlayStation 2,7.5,Fighting
Dead to Rights,PlayStation 2,8.1,Action
Hot Wheels: Velocity X,PlayStation 2,4.6,Racing
Hot Wheels: Velocity X,GameCube,4.7,Racing
Metropolismania,PlayStation 2,6.5,Simulation
Dead to Rights,GameCube,8.1,Action
Spyro: Enter the Dragonfly,GameCube,6,Platformer
Tom Clancy's Splinter Cell,Xbox,9.6,Adventure
Marvel vs. Capcom 2: New Age of Heroes,PlayStation 2,8.4,Fighting
Rallisport Challenge,PC,8,Racing
Urban Champion-e,Game Boy Advance,5,Fighting
Baseball-e,Game Boy Advance,6,Sports
Mario Bros.-e,Game Boy Advance,6,Platformer
Donkey Kong-e,Game Boy Advance,8,Action
Ice Climber-e,Game Boy Advance,7,Action
Project Nomads,PC,6.3,"Action, Adventure"
Treasure Planet,PlayStation,3.5,Platformer
Total Immersion Racing,PlayStation 2,5.8,Racing
NASCAR: Dirt to Daytona,PlayStation 2,8.3,Racing
Turbo Turtle Adventure,Game Boy Advance,7.5,Adventure
Silent Scope,Game Boy Advance,7,Shooter
Shox,PlayStation 2,7.8,Racing
Treasure Planet,PlayStation 2,4,Action
Michael Schumacher Racing World Kart 2002 ,PC,7,Racing
Medal of Honor: Allied Assault Spearhead,PC,8.4,Shooter
Soldiers of Anarchy,PC,8,Strategy
Tom Clancy's Ghost Recon,Xbox,8.8,Shooter
BMX XXX,PlayStation 2,6,Sports
Disney Sports Soccer,GameCube,8.1,Sports
Doom II,Game Boy Advance,7.8,Shooter
Cubivore: Survival of the Fittest,GameCube,6.7,Action
SSX Tricky,Game Boy Advance,6.5,Sports
Baldur's Gate: Dark Alliance,GameCube,7.5,"Action, RPG"
Rally Fusion: Race of Champions,PlayStation 2,8,Racing
Wreckless: The Yakuza Missions,PlayStation 2,6.8,"Racing, Action"
Casper: Spirit Dimensions,GameCube,5.5,Adventure
NASCAR Thunder 2003,PC,7.7,Racing
Medal of Honor: Frontline,GameCube,7.9,Shooter
Harry Potter and the Chamber of Secrets,Xbox,8.7,"Action, Adventure"
Wreckless: The Yakuza Missions,GameCube,6.8,Racing
Shrek Extra Large,GameCube,3,Action
Shinobi [2002],PlayStation 2,7.8,Action
Sonic Mega Collection,GameCube,7.5,Compilation
Metroid Fusion,Game Boy Advance,9.5,"Action, Adventure"
BMX XXX,Xbox,6.8,Sports
Treasure Planet,PC,8.5,Action
ATV Offroad Fury 2,PlayStation 2,9,Racing
NHL 2K3,Xbox,8.9,Sports
NHL 2K3 ,GameCube,8.8,Sports
Rocky,Xbox,8.7,Sports
Resident Evil Zero,GameCube,8.2,"Action, Adventure"
NCAA Final Four 2003,PlayStation 2,6,Sports
Rocky,GameCube,8.5,Fighting
Unreal Championship,Xbox,9.2,Shooter
Dr. Muto,PlayStation 2,8.5,Platformer
Rocky,PlayStation 2,8.3,Sports
Arx Fatalis,PC,8,RPG
Game &amp; Watch Gallery 4,Game Boy Advance,7,Compilation
Metroid Prime,GameCube,9.8,"Action, Adventure"
Frogger's Adventure 2: The Lost Wand,Game Boy Advance,8,Action
Dr. Muto,Xbox,8.5,Platformer
NHL 2K3,PlayStation 2,8.7,Sports
MechWarrior 4: Mercenaries,PC,9.1,"Action, Simulation"
Metal Gear Solid 2: Substance,Xbox,9,"Action, Adventure"
Superman: The Man of Steel,Xbox,4.7,Action
Harry Potter and the Chamber of Secrets,GameCube,8.9,"Action, Adventure"
